Borough,Block,Lot,BIN, Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*
Staten Island,503.0,32.0,5013302.0,Department of Probation Offices (Leased),DOP,42,192.5,6.2,40,194.1,7.1
Manhattan,2.0,1.0,1085792.0,Staten Island Ferry Terminal (Whitehall),DOT,Not Available,323.9,8.4,Not Available,488.4,16.2
Manhattan,410.0,38.0,1005326.0,Delancey Street Parking Garage,DOT,Not Available,40.2,1,Not Available,39.3,1
Manhattan,1434.0,1.0,1044193.0,Queensborough Bridge Ramp,DOT,Not Available,247,13.2,Not Available,260.9,10.8
Manhattan,2134.0,218.0,1087614.0,Storage Yard,DOT,Not Available,13.3,0.4,Not Available,42.2,1.1
Manhattan,2186.0,9.0,1081892.0,Harlem River Bridge Shop,DOT,Not Available,186.1,6.1,Not Available,125.1,4.1
Bronx,2331.0,22.0,2000927.0,Parking Garage,DOT,Not Available,35.8,0.9,Not Available,35.8,0.9
Bronx,3030.0,6.0,2100288.0,"BX Borough Engineering, BX Sign Shop",DOT,Not Available,142.6,5.6,Not Available,121.2,4.4
Bronx,3030.0,28.0,2011136.0,Fleet Services Maintenance and Repair,DOT,Not Available,208.6,6.6,Not Available,277.2,8.8
Bronx,3189.0,9.0,2014125.0,Parking Garage,DOT,Not Available,16.2,0.4,Not Available,13.8,0.4
Bronx,3328.0,10.0,2017791.0,Parking Garage,DOT,Not Available,8.8,0.2,Not Available,8.7,0.2
Bronx,4074.0,1.0,2044091.0,DOT Bronx Borough Commissioners Office,DOT,87,119.9,3.6,84,125.9,4.3
Brooklyn,0.0,0.0,3000000.0,Clay Street Storage,DOT,12,111.9,2.9,22,92.4,2.4
Brooklyn,0.0,0.0,3336609.0,Offices and Storage,DOT,50,173.7,4.5,99,57.5,1.5
Brooklyn,39.0,1.0,3000089.0,Bridges ERB Iron Shop,DOT,35,88.4,2.9,44,79.7,2.4
Brooklyn,625.0,2.0,3817544.0,Hamilton Ave Asphalt Plant,DOT,Not Available,3777.6,187.2,Not Available,4309.9,211.9
Brooklyn,635.0,100.0,3009123.0,Brooklyn Sign Shop Sunset Industrial Park (Leased),DOT,Not Available,24.3,1,Not Available,29.2,1.3
Brooklyn,2453.0,1.0,3335960.0,Williamsburg Bridge Repair Shops,DOT,Not Available,229.4,10.4,Not Available,245.2,12.3
Brooklyn,2454.0,1.0,3335965.0,Offices,DOT,64,143.9,3.7,50,165.6,4.4
Brooklyn,2454.0,1.0,3335964.0,Williamsburg Bridge Lighting and Shop,DOT,Not Available,68.3,2.3,Not Available,70.3,2.5
Brooklyn,6036.0,1.0,3153196.0,Bay Ridge Municipal Garage,DOT,Not Available,76,2,Not Available,78.1,2.1
Brooklyn,8012.0,400.0,3325350.0,"Fleet Services, BK Street Maintenance",DOT,Not Available,64.3,2.7,Not Available,45,1.7
Queens,24.0,7.0,4000025.0,44th Dr Garage - South Building,DOT,Not Available,56,2.1,Not Available,131.5,5.2
Queens,83.0,18.0,4000699.0,Court Square Garage,DOT,Not Available,37.5,1,Not Available,34.1,0.9
Queens,417.0,2.0,4005022.0,Office,DOT,66,213.5,5.5,53,247,6.5
Queens,1790.0,1.0,4444576.0,North Fleet Depot (Harper St. Yard Facility),DOT,Not Available,235.6,8.8,Not Available,265.2,10.6
Queens,1791.0,52.0,4311982.0,DOT Asphalt Plant,DOT,Not Available,4528.4,219.7,Not Available,6625.7,330.4
Queens,2675.0,15.0,4059838.0,Maspeth Central Shops,DOT,Not Available,183.7,8.2,Not Available,155.2,7.1
Queens,3886.0,558.0,4095043.0,DOT Maintenance Shop,DOT,Not Available,114.5,4.1,Not Available,138.8,4.2
Queens,9657.0,1.0,4206524.0,Queens Borough Hall Parking Garage,DOT,Not Available,17.4,0.5,Not Available,14.2,0.4
Queens,11368.0,20.0,4539787.0,Maintenance Facility (Sunrise Yard),DOT,Not Available,238.8,9.6,Not Available,146,5.7
Staten Island,1.0,70.0,5132949.0,Ferry Maintenance Shop,DOT,Not Available,3789.2,267.5,Not Available,244.5,8.4
Staten Island,185.0,203.0,5816091.0,St. George Ferry Terminal,DOT,Not Available,850.4,27.6,Not Available,739.5,24.7
Staten Island,185.0,501.0,5005110.0,1893 Richmond Terrace (Leased),DOT,Not Available,158.7,6.3,Not Available,166,6.8
Staten Island,215.0,100.0,5104536.0,5 Dubois Ave,DOT,Not Available,144,5.6,Not Available,175.1,7.4
Staten Island,489.0,48.0,5013187.0,DOT Sign Shop,DOT,Not Available,94.9,3.9,Not Available,109.9,4.9
Manhattan,111.0,160.0,1083357.0,Alfred E. Smith Recreation Center,DPR,Not Available,658.7,38.8,Not Available,569.8,27.8
Manhattan,340.0,1.0,1081932.0,Hamilton Fish Recreation Center,DPR,Not Available,309.6,10.2,Not Available,252.5,8.8
Manhattan,582.0,50.0,1009772.0,Tony Dapolito Recreation Center,DPR,Not Available,288.8,10.8,Not Available,289,14.1
Manhattan,722.0,57.0,1012811.0,Chelsea Recreation Center,DPR,Not Available,311.3,10,Not Available,315,10.1
Manhattan,981.0,2.0,1022552.0,Asser Levy Recreation Center and Pool,DPR,Not Available,227.9,5.9,Not Available,342.3,16.4
Manhattan,1111.0,1.0,1083811.0,Arsenal Building,DPR,1,659.6,40,20,295.1,12.3
Manhattan,1111.0,1.0,1083839.0,Central Park Lasker Rink and Pool,DPR,Not Available,2718.5,70.4,Not Available,2170.2,68
Manhattan,1111.0,1.0,1088762.0,Central Park Shop and Garage,DPR,Not Available,104.9,3,Not Available,205.7,10.7
Manhattan,1111.0,1.0,1083837.0,CPC 79th St Maintenance Yard,DPR,Not Available,282.6,7.3,Not Available,303.8,9.4
Manhattan,1111.0,1.0,1083840.0,North Meadow Recreation Center,DPR,Not Available,172.7,4.5,Not Available,351.1,17.5
Manhattan,1111.0,1.0,1000000.0,Wollman Rink,DPR,Not Available,2132.3,61.2,Not Available,2288.9,66.5
Manhattan,1151.0,15.0,1086545.0,Recreation Center 59,DPR,Not Available,53.2,1.4,Not Available,427,15.6
Manhattan,1346.0,32.0,1039840.0,Recreation Center 54,DPR,Not Available,243.2,6.3,Not Available,389.3,17.1
Manhattan,1488.0,17.0,1046409.0,"John Jay Park, Pool and Comfort Station",DPR,Not Available,109.8,3,Not Available,166,6.6
Manhattan,1587.0,1.0,1085696.0,Asphalt Green Recreation Facility,DPR,Not Available,925,28.3,Not Available,876.9,27.4
Manhattan,1592.0,1.0,1076334.0,Gracie Mansion,DPR,Not Available,613.2,20.6,Not Available,657.8,22.3
Manhattan,1705.0,1.0,1085632.0,Thomas Jefferson Recreation Center,DPR,Not Available,322.7,11.3,Not Available,265.1,9.5
Manhattan,1719.0,1.0,1083971.0,Marcus Garvey Park Pool,DPR,Not Available,112.7,4.2,Not Available,168,5.8
Manhattan,1719.0,1.0,1083967.0,Pelham Fritz Recreation Center,DPR,Not Available,143.3,3.7,Not Available,325,16.8
Manhattan,1730.0,55.0,1081456.0,Hansborough Pool and Recreation Center,DPR,Not Available,104.6,2.7,Not Available,281.6,15.3
Manhattan,1819.0,203.0,1089646.0,Five-Boro Technical Services Building,DPR,Not Available,230.6,6,Not Available,288.6,14.8
Manhattan,1819.0,203.0,1085920.0,Icahn Stadium,DPR,Not Available,449.9,12.1,Not Available,456.5,12.8
Manhattan,2052.0,1.0,1084164.0,Jackie Robinson Park Pool and Rec Center,DPR,Not Available,174.7,4.5,Not Available,245.4,13.1
Manhattan,2106.0,1.0,1063172.0,Highbridge Recreation Center,DPR,Not Available,299.8,12,Not Available,222.8,8.4
Manhattan,2139.0,404.0,1063445.0,J Hood Wright Park Recreation Center,DPR,Not Available,82.3,2.1,Not Available,139.1,4.8
Bronx,2494.0,1.0,2003021.0,Mullaly Park Rink and Rec Center,DPR,Not Available,219.4,7.1,Not Available,165.5,5.8
Bronx,2557.0,1.0,2003692.0,St. Mary's Recreation Center and Indoor Pool,DPR,Not Available,300.1,11.5,Not Available,212.5,8.6
Bronx,2763.0,1.0,2109472.0,Hunt's Point Recreation Center,DPR,Not Available,289.6,9.9,Not Available,235.5,9.3
Bronx,2788.0,1.0,2000000.0,Claremont Park Pool,DPR,Not Available,43.9,1.1,Not Available,33.9,0.9
Bronx,2872.0,126.0,2824716.0,West Bronx Recreation Center,DPR,Not Available,168,5.8,Not Available,165,5.8
Bronx,2941.0,101.0,2114529.0,Crotona Park Pool and Bathhouse,DPR,Not Available,195.2,6.9,Not Available,245.2,8.8
Bronx,3176.0,1.0,2118325.0,St. James Park Recreation Center,DPR,Not Available,83.5,3.5,Not Available,94.7,3.9
Bronx,3257.0,111.0,2015788.0,Kingsbridge Recreation Center,DPR,Not Available,143.8,3.8,Not Available,219.7,7.6
Bronx,4333.0,1.0,2101004.0,Bronx Parks Headquarters and Shops - Ranaqua,DPR,33,278.3,11.3,44,247.2,10.3
Bronx,5650.0,1.0,2097423.0,Orchard Beach Administration Building,DPR,1,408.4,12.4,2,387.8,12.1
Bronx,5900.0,50.0,2112805.0,Arthur Ross Nursery,DPR,Not Available,91.2,2.4,Not Available,330.9,21.7
Bronx,5900.0,9999.0,2000000.0,Van Cortlandt Park Pool,DPR,Not Available,70.5,1.8,Not Available,102.8,2.7
Brooklyn,582.0,1.0,3008670.0,Red Hook Recreation Center,DPR,Not Available,238.8,6.2,Not Available,389,18.6
Brooklyn,921.0,1.0,3337407.0,Sunset Park Recreation Center and Pool House,DPR,Not Available,443.8,16.3,Not Available,437.8,17.4
Brooklyn,1117.0,1.0,3339260.0,Litchfield Villa,DPR,Not Available,184.4,4.8,22,335.5,17.2
Brooklyn,1117.0,1.0,3347244.0,Prospect Park Maintenance Facility,DPR,Not Available,128.1,3.3,Not Available,316.4,16.4
Brooklyn,1117.0,1.0,3339261.0,Prospect Park Zoo,DPR,Not Available,579.7,15.4,Not Available,574,15.3
Brooklyn,1353.0,1.0,3393257.0,St. Johns Recreation Center,DPR,Not Available,434.9,17,Not Available,309.8,12.7
Brooklyn,1779.0,27.0,3255870.0,Kosciusko Pool House,DPR,Not Available,194.3,6,Not Available,255.6,9.2
Brooklyn,2366.0,4.0,3062457.0,Metropolitan Pool and Fitness Center,DPR,Not Available,302.7,9,Not Available,320,11.9
Brooklyn,2687.0,1.0,3338037.0,McCarren Park Recreation Center,DPR,Not Available,8,0.2,Not Available,774.2,26.7
Brooklyn,3570.0,1.0,3081931.0,Betsy Head Pool House,DPR,Not Available,175.3,4.5,Not Available,354.4,21.1
Brooklyn,3868.0,2.0,3085992.0,Brownsville Recreation Center,DPR,Not Available,154.6,5.3,Not Available,204.6,7
Brooklyn,7069.0,14.0,3329347.0,Poseidon Playground Maintenance Building,DPR,Not Available,116.8,3,Not Available,109.1,2.9
Brooklyn,7073.0,101.0,3341513.0,Abe Stark Ice Rink,DPR,Not Available,405.2,13.5,Not Available,376.2,13.7
Queens,898.0,1.0,4532001.0,Astoria Park Pool House,DPR,Not Available,121.3,3.2,Not Available,128.1,3.4
Queens,1722.0,12.0,4042761.0,Louis Armstrong Recreation Center,DPR,Not Available,173.5,5.5,Not Available,241.3,7.8
Queens,1789.0,65.0,4000000.0,Worlds Fair Marina,DPR,Not Available,305.7,7.9,Not Available,340,9
Queens,2018.0,1.0,4854761.0,Al Oerter Recreation Center,DPR,Not Available,376,11.3,Not Available,398.8,13.3
Queens,2018.0,1.0,4462167.0,Flushing Meadows Corona Park Campus: FMCP Aquatic Center,DPR,Not Available,423.3,14.1,Not Available,439.1,14.9
Queens,2018.0,500.0,4865518.0,Olmsted Center,DPR,30,284.1,8.8,10,373.8,11.6
Queens,2077.0,50.0,4050408.0,Lost Battalion Hall Recreation Center,DPR,Not Available,135,4.6,Not Available,165.4,6.2
Queens,3866.0,70.0,4439147.0,Forest Park DPR Shops,DPR,Not Available,71.5,2.1,Not Available,106.2,3.8
Queens,7290.0,1.0,4156608.0,Cunningham Park Maintenance Building,DPR,Not Available,339.9,15.4,Not Available,378.2,17.5
Queens,12406.0,180.0,4268835.0,Roy Wilkins Recreation Center,DPR,Not Available,230.4,7.8,Not Available,270.6,10.3
Queens,15560.0,50.0,4298254.0,Sorrentino Recreation Center,DPR,Not Available,58.8,1.5,Not Available,143.7,7.6
Staten Island,319.0,1.0,5112422.0,Clove Lake Garage and Shops,DPR,Not Available,206.1,7.7,Not Available,325.6,15
Staten Island,319.0,1.0,5112428.0,Staten Island War Memorial Ice Rink,DPR,Not Available,1383,50.7,Not Available,660.4,19.8
Staten Island,487.0,112.0,5106798.0,Lyons Pool and Recreation Center,DPR,Not Available,181.9,6.4,Not Available,272.1,10.8
Staten Island,939.0,1.0,5112436.0,Greenbelt Conservancy Headquarters,DPR,Not Available,57.4,1.5,Not Available,112.2,5.7
Staten Island,2610.0,27.0,5127019.0,Greenbelt Native Plant Center,DPR,Not Available,408.8,18.2,Not Available,428.7,19.6
Manhattan,29.0,73.0,1000850.0,Administrative Offices,DSNY,36,273.1,9.1,61,206,7.8
Manhattan,241.0,13.0,1078939.0,Manhattan 3 District Garage,DSNY,Not Available,371,15.4,Not Available,399.4,17.4
Manhattan,274.0,6.0,1079605.0,Print Shop and Storage,DSNY,81,38.9,1.4,87,33.2,1.3
Manhattan,275.0,3.0,1079607.0,Manhattan 3B Garage,DSNY,Not Available,45.5,1.4,Not Available,45.1,1.4
Manhattan,670.0,50.0,1012267.0,Manhattan Borough Repair Shop,DSNY,Not Available,87,2.8,Not Available,226.2,7.4
Manhattan,675.0,39.0,1012275.0,Manhattan 6 District Garage (Leased),DSNY,Not Available,508.1,20.3,Not Available,579.8,24.4
Manhattan,676.0,3.0,1085462.0,Manhattan 6 Vehicle Storage and Fueling,DSNY,100,31,1.2,100,22.5,0.9
Manhattan,1104.0,1.0,1087609.0,"Manhattan 4, 4A, 7 District Garage; Salt",DSNY,Not Available,349.6,21.1,Not Available,949,42.4
Manhattan,1109.0,99.0,1076222.0,West 59th Street MTS,DSNY,Not Available,72,1.9,Not Available,71.7,1.9
Manhattan,1671.0,1.0,1052640.0,Manhattan 11 District Garage,DSNY,Not Available,55.1,1.4,Not Available,105.6,5.5
Manhattan,1772.0,31.0,1054433.0,Manhattan Lot Cleaning (Leased),DSNY,Not Available,129.2,4.1,Not Available,132.8,4.3
Manhattan,1779.0,1.0,1054511.0,Manhattan 10 District Garage (Leased),DSNY,Not Available,77.2,2,Not Available,197.9,11.1
Manhattan,2196.0,1.0,1064485.0,Manhattan 12 District Garage,DSNY,Not Available,140.2,3.9,Not Available,328.3,17.8
Manhattan,1169.0,26.0,1030885.0,Ladder Co. 25 and Division 3,FDNY,Not Available,299.3,10,Not Available,292.2,9.9
Manhattan,2212.0,1.0,1082036.0,Bronx 7 & Bronx 8 & Manhattan 8 District Garage Campus: Garage,DSNY,Not Available,243.6,9.8,Not Available,347,17
Bronx,2352.0,28.0,2001102.0,Manhattan 9 District Garage (Leased),DSNY,Not Available,128.5,4.7,Not Available,230.6,11.5
Bronx,2765.0,177.0,2006621.0,Bronx 2 District Garage (Leased),DSNY,Not Available,225.4,9.2,Not Available,231.8,9.7
Bronx,2766.0,320.0,2006748.0,Citywide Transport Unit,DSNY,Not Available,48.7,1.3,Not Available,37.7,1
Bronx,2871.0,77.0,2008640.0,Bronx 5 District Garage,DSNY,Not Available,76.6,2.1,Not Available,267.8,16.8
Bronx,2904.0,34.0,2009477.0,Bronx 03 Section Station 1,DSNY,Not Available,14,0.4,Not Available,26.3,1.6
Bronx,2953.0,21.0,2097277.0,"Bronx 6, 6A District Garage",DSNY,Not Available,236.6,9.4,Not Available,277.7,11.9
Bronx,3015.0,49.0,2010954.0,Bronx 3A Broom Depot,DSNY,Not Available,136.1,3.5,Not Available,234.1,11.7
Bronx,3015.0,58.0,2010955.0,"Section Station 92, Bronx Enforcement",DSNY,Not Available,64.1,1.7,Not Available,147.2,8.2
Bronx,3047.0,50.0,2011508.0,Bronx Lot Cleaning,DSNY,Not Available,60.2,2.6,Not Available,68.9,3
Bronx,3702.0,1.0,2094842.0,"Bronx 9, 10, 11 District Garages Campus: Bronx 11 Sanitation Garage",DSNY,Not Available,93.3,2.7,Not Available,212.5,10.8
Bronx,3702.0,1.0,2094841.0,"Bronx 9, 10, 11 District Garages Campus: Bronx 9/10 Sanitation Garage",DSNY,Not Available,93.3,2.7,Not Available,212.5,10.8
Bronx,4974.0,28.0,2090261.0,Bronx 12 District Garage,DSNY,Not Available,215.5,9.3,Not Available,233.6,10.3
Brooklyn,335.0,1.0,3004232.0,Brooklyn 6A Broom Garage (Leased),DSNY,Not Available,236.2,10.3,Not Available,269.9,12.1
Brooklyn,625.0,2.0,3336714.0,Hamilton Avenue Marine Transfer Station,DSNY,Not Available,Not Available,Not Available,Not Available,365,10.1
Brooklyn,725.0,200.0,3347738.0,Brooklyn South 7 and 10 District Garage,DSNY,Not Available,334.1,8.7,Not Available,757.3,42
Brooklyn,1020.0,1.0,3022747.0,Brooklyn South 6 District Garage,DSNY,Not Available,236.3,8.9,Not Available,164.8,6.6
Brooklyn,1038.0,1.0,3023562.0,Brooklyn North 2 District Garage (Leased),DSNY,Not Available,234.4,8.8,Not Available,333.1,13.7
Brooklyn,1336.0,18.0,3330693.0,Brooklyn North 8 District Garage,DSNY,Not Available,448.2,15.5,Not Available,264.7,10.6
Brooklyn,2962.0,1.0,3070545.0,Brooklyn North 1 District & 4 District Garage,DSNY,Not Available,604.5,24.9,Not Available,339.6,13.5
Brooklyn,2987.0,16.0,3070584.0,Brooklyn North 3 District Garage (Leased),DSNY,Not Available,264.1,10.3,Not Available,257.2,10.3
Brooklyn,3871.0,1.0,3252759.0,Cioffe Borough Repair Shop,DSNY,Not Available,716.9,29.4,Not Available,673,28.6
Brooklyn,4388.0,1.0,3097871.0,Brooklyn South 16 District Garage,DSNY,Not Available,150.4,4.4,Not Available,354.2,21.1
Brooklyn,4555.0,1.0,3099064.0,Brooklyn Lot Cleaning and Salt Shed,DSNY,99,22.6,0.6,96,32.9,1.2
Brooklyn,4562.0,1.0,3099068.0,Brooklyn North 5 District Garage (Leased),DSNY,Not Available,310.9,13.2,Not Available,287.2,12
Brooklyn,4827.0,39.0,3327687.0,Brooklyn North 9 District Garage,DSNY,Not Available,341.8,12.6,Not Available,373.5,14.6
Brooklyn,5494.0,89.0,3328495.0,Brooklyn South 12 District Garage,DSNY,Not Available,140.8,3.6,Not Available,249.9,11.2
Brooklyn,5495.0,1.0,3130960.0,Brooklyn 12 District Garage Parking Lot,DSNY,Not Available,96.4,3.2,Not Available,317.1,14.6
Brooklyn,6943.0,30.0,3378180.0,Brooklyn 11 District Garage; BK Boro Office; SW MTS,DSNY,Not Available,55.9,1.4,Not Available,130,7.3
Brooklyn,7018.0,1.0,3188979.0,Brooklyn South 13 District Garage (Leased),DSNY,Not Available,82.5,2.1,Not Available,367.6,22.2
Brooklyn,7893.0,52.0,3220944.0,Brooklyn South 15 District Garage - 49th St (Leased),DSNY,Not Available,730.6,34.6,Not Available,208.6,8.6
Brooklyn,7918.0,145.0,3221978.0,Brooklyn South 14 District Garage (Leased),DSNY,Not Available,245.7,9.9,Not Available,215,9
Brooklyn,8138.0,1.0,3256921.0,Brooklyn South 17 and 18 District Garage,DSNY,Not Available,244.3,10,Not Available,323.4,13.3
Queens,523.0,12.0,4005787.0,Queens West 1 District Garage,DSNY,Not Available,314.6,11.2,Not Available,449.2,18.4
Queens,2347.0,55.0,4054170.0,Queens Borough Repair Shop,DSNY,Not Available,246.8,7.8,Not Available,232.4,7.7
Queens,2361.0,268.0,4462505.0,"Queens West 2,3,4 District Garages; Central Repair Shop",DSNY,Not Available,424,17.3,Not Available,326.1,14.1
Queens,2600.0,1.0,4307983.0,Queens West 5 and 5A District Garages,DSNY,Not Available,351.2,14.5,Not Available,178.9,6.7
Queens,2611.0,447.0,4462340.0,Sanitation Police Enforcement,DSNY,Not Available,143,3.7,Not Available,243.5,11.7
Queens,4346.0,75.0,4802407.0,Queens 7/11 Garage and Boro Office,DSNY,Not Available,131.9,5.1,Not Available,199.4,8.6
Queens,4350.0,1.0,4850718.0,Queens 7/11 District Garage Annex,DSNY,Not Available,651.2,26.8,Not Available,718.6,30.9
Queens,7850.0,20.0,4445411.0,Queens East 11 District Garage,DSNY,Not Available,336.8,13.4,Not Available,355.7,14.4
Queens,9375.0,261.0,4196969.0,Queens West 9 District Garage (Leased),DSNY,Not Available,143.3,5.6,Not Available,151.8,5.8
Queens,11884.0,1.0,4257531.0,"Queens East 8,10,12 District Garage;12A Broom",DSNY,Not Available,345,14.8,Not Available,442.4,20.1
Queens,15001.0,73.0,4433112.0,Queens East 13 District Garage,DSNY,Not Available,198.3,7.9,Not Available,275.4,12.1
Queens,15980.0,2.0,4854048.0,Q14 District Garage,DSNY,Not Available,891.3,39.2,Not Available,744.8,32.7
Staten Island,34.0,1.0,5106487.0,Staten Island 1 District Garage,DSNY,Not Available,102.1,3,Not Available,202.9,11.9
Staten Island,504.0,49.0,5013317.0,Staten Island Lot Cleaning,DSNY,Not Available,372.3,15,Not Available,65.5,3.6
Staten Island,2520.0,1.0,5828489.0,Staten Island 2 District Garage,DSNY,Not Available,216.2,7.8,Not Available,183,6.9
Staten Island,2685.0,100.0,5141714.0,Plant 1: Tractor Shops,DSNY,Not Available,Not Available,Not Available,Not Available,297.3,16.7
Staten Island,5900.0,500.0,5130986.0,Alamo Building,DSNY,Not Available,Not Available,Not Available,Not Available,44.5,1.2
Staten Island,5900.0,500.0,5130986.0,Bucket Shop / Garage 3,DSNY,Not Available,235.9,6.1,Not Available,266.4,14.4
Staten Island,5900.0,500.0,5158123.0,Fresh Kills Landfill - Boro Repair Shop,DSNY,Not Available,167.4,4.3,Not Available,225.3,7.1
Staten Island,5900.0,500.0,5000000.0,SI 3 District Garage; RBS,DSNY,Not Available,16.2,0.8,Not Available,268.5,7.6
Staten Island,99999.0,1.0,5000000.0,Fresh Kills Landfill - MTS,DSNY,Not Available,4.9,0.1,Not Available,7,0.2
Manhattan,2.0,1.0,1000003.0,Battery Maritime Bldg-Ferry,EDC,Not Available,234.2,11.6,Not Available,9.3,0.2
Manhattan,353.0,44.0,1004297.0,Essex Bldg C/Market/120 Essex,EDC,Not Available,0,0,Not Available,290.4,11.6
Manhattan,991.0,50.0,1086214.0,The Skyport Facility,EDC,Not Available,0,0,Not Available,27.1,0.7
Manhattan,1109.0,30.0,1087587.0,Passenger Ship Terminal,EDC,Not Available,138.3,3.6,Not Available,173,4.6
Manhattan,1621.0,999.0,1088471.0,La Marqueta Retail Mkt./Bldg 4,EDC,Not Available,369.3,14.4,Not Available,372.6,13.1
Manhattan,2124.0,43.0,1087469.0,Audubon Building,EDC,99,83.5,3.1,Not Available,161,4.3
Bronx,3073.0,13.0,2012125.0,Arthur Avenue Retail Market,EDC,Not Available,60.6,3.1,Not Available,266.7,13.8
Brooklyn,50.0,2001.0,3336445.0,Brooklyn Cruise Terminal Pier 11,EDC,Not Available,265.4,8.4,Not Available,365.9,12.9
Brooklyn,3106.0,20.0,3071521.0,Moore Street Market (Leased),EDC,Not Available,107.2,3.5,Not Available,216.1,7.3
Manhattan,150.0,25.0,1001647.0,"Engine Co. 7 at Ladder Co. 1, Batt. 1",FDNY,Not Available,166.7,5.6,Not Available,217.3,8
Manhattan,241.0,13.0,1805208.0,EMS 4,FDNY,Not Available,100.8,2.6,Not Available,84.5,2.2
Manhattan,495.0,7.0,1007523.0,Ladder Co. 20 and Medical and BFI Division,FDNY,Not Available,265.5,8.3,Not Available,272.7,9.3
Manhattan,531.0,49.0,1008526.0,Engine Co. 33 & Ladder Co. 9,FDNY,Not Available,233.3,8.5,Not Available,206.2,7.6
Manhattan,579.0,11.0,1009739.0,FDNY Museum,FDNY,Not Available,192.7,6.2,Not Available,176.8,6
Manhattan,794.0,64.0,1014723.0,"Engine Co. 3 at Ladder Co. 12, Batt. 7",FDNY,Not Available,160.4,5.5,Not Available,166,5.7
Manhattan,806.0,66.0,1015173.0,Engine Co. 1 and Ladder Co. 24,FDNY,Not Available,265.8,8.9,Not Available,253.1,8.6
Manhattan,1111.0,1.0,1000000.0,Manhattan Co.,FDNY,Not Available,877.5,22.7,Not Available,710.7,18.8
Manhattan,1402.0,29.0,1072190.0,"Engine Co. 39, Ladder Co. 16",FDNY,Not Available,402.5,15.8,Not Available,418.2,15.3
Manhattan,1660.0,30.0,1052473.0,Engine Co. 91,FDNY,Not Available,216.1,8.1,Not Available,211,8.2
Manhattan,1773.0,33.0,1054465.0,"Engine Co. 35 and Ladder Co. 14, Batt. 12",FDNY,Not Available,263.4,8.4,Not Available,308,10.7
Manhattan,1819.0,15.0,1089371.0,Fire Academy Randall's Island Campus: Fire Academy,FDNY,Not Available,196.5,5.1,Not Available,265.2,10.7
Manhattan,1966.0,61.0,1059547.0,Engine Co. 37 and Ladder Co. 40,FDNY,Not Available,332.7,11.4,Not Available,259.7,8.9
Manhattan,2028.0,51.0,1075491.0,"Engine Co. 69 and Ladder Co. 28, Batt. 16",FDNY,Not Available,267.3,7.7,Not Available,260.6,7.5
Manhattan,2071.0,27.0,1075504.0,Engine Co. 80 and Ladder Co. 23,FDNY,Not Available,45.7,1.3,Not Available,297,10.9
Manhattan,2120.0,46.0,1062872.0,Engine Co. 84 and Ladder Co. 34,FDNY,Not Available,236,8.4,Not Available,217.2,8.2
Manhattan,2155.0,30.0,1075518.0,"Engine Co. 93, Ladder Co. 45 and Batt. 13",FDNY,Not Available,206.7,7,Not Available,190,6.4
Bronx,2306.0,52.0,2000656.0,"Engine Co. 60 and Ladder Co. 17, Batt. 14",FDNY,Not Available,226.6,7.5,Not Available,101.9,3.1
Bronx,2377.0,1.0,2001400.0,"Engine Co. 71 and Ladder Co. 55, Division 6",FDNY,Not Available,275.7,9.7,Not Available,241.9,8.9
Bronx,2388.0,45.0,2001584.0,"Engine Co. 50 and Ladder Co. 19, Batt. 26",FDNY,Not Available,234.7,7.7,Not Available,259.2,8.9
Bronx,2450.0,40.0,2096490.0,"Engine Co. 92 and Ladder Co. 44, Batt. 17",FDNY,Not Available,350.9,11.8,Not Available,357.8,12.7
Bronx,2514.0,56.0,2003268.0,Engine Co. 68 and Ladder 49,FDNY,Not Available,269.5,9,Not Available,284.9,10.3
Bronx,2675.0,32.0,2094318.0,Engine Co. 73 and Ladder Co. 42,FDNY,Not Available,247.4,8.5,Not Available,302.7,10.4
Bronx,2905.0,30.0,2117925.0,Rescue 3,FDNY,Not Available,146.3,4.8,Not Available,137,4.6
Bronx,2909.0,40.0,2009541.0,"BX Boro Command, District Office and Communications",FDNY,Not Available,64.5,2.4,Not Available,68.3,2.5
Bronx,3025.0,25.0,2011061.0,"Engine Co. 48 and Ladder Co. 56, Division 7",FDNY,Not Available,180.9,5.8,Not Available,156,5.3
Bronx,3086.0,38.0,2086781.0,Engine Co. 88 and Ladder Co. 38,FDNY,Not Available,209.9,7.5,Not Available,184.9,6.9
Bronx,3126.0,12.0,2013192.0,"Engine Co. 45 and Ladder Co. 58, Batt. 18",FDNY,Not Available,199,6.8,Not Available,208.4,7.2
Bronx,3186.0,37.0,2816976.0,"Engine Co. 75 and Ladder Co. 33, Batt. 19",FDNY,Not Available,257.8,8.4,Not Available,233.7,7.8
Bronx,3540.0,3.0,2094816.0,EMS 3,FDNY,Not Available,Not Available,Not Available,Not Available,260.7,9.8
Bronx,4049.0,49.0,2043470.0,Engine Co. 90 and Ladder Co. 41,FDNY,Not Available,203.2,7.1,Not Available,234.1,8.6
Bronx,4333.0,1.0,2101003.0,Bronx CO,FDNY,Not Available,1283,33.2,Not Available,1393.4,36.8
