Borough,Block,Lot,BIN, Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*
Brooklyn,335.0,10.0,3004233.0,Communications Garage (Leased),FDNY,1,237.9,10.8,1,269.2,12.3
Brooklyn,486.0,18.0,3008207.0,Engine Co. 279 and Ladder Co. 131,FDNY,Not Available,254.2,9.1,Not Available,287.2,10.4
Brooklyn,799.0,5.0,3013535.0,"Engine Co. 201 and Ladder 114, Batt. 40",FDNY,Not Available,201.3,6.9,Not Available,133.9,3.6
Brooklyn,1136.0,11.0,3027813.0,Engine Co. 219 and Ladder Co. 105,FDNY,Not Available,Not Available,Not Available,Not Available,265,9.2
Brooklyn,1183.0,51.0,3029669.0,Brooklyn CO,FDNY,Not Available,637.6,16.5,Not Available,802,21.2
Brooklyn,1384.0,8.0,3037055.0,"Engine Co. 234 and Ladder Co. 123, Batt. 38",FDNY,Not Available,282.6,9.4,Not Available,270.9,9.5
Brooklyn,1512.0,1.0,3040990.0,Engine Co. 233 and Ladder Co. 176,FDNY,Not Available,244.3,7.7,Not Available,251.9,8.3
Brooklyn,2047.0,11.0,3058187.0,Fire Headquarters (Leased),FDNY,30,323.6,8.4,36,297.8,7.9
Brooklyn,2203.0,16.0,3060298.0,Engine Co. 211 & Ladder Co. 119,FDNY,Not Available,273,10.8,Not Available,264.4,11.2
Brooklyn,2368.0,12.0,3391565.0,Greenpoint EMT Station,FDNY,Not Available,Not Available,Not Available,Not Available,236,9.4
Brooklyn,2560.0,50.0,3064786.0,Engine Co. 238 and Ladder Co. 106,FDNY,Not Available,304.5,10.8,Not Available,255,8.9
Brooklyn,2722.0,28.0,3067898.0,Engine Co. 229 and Ladder Co. 146,FDNY,Not Available,176.5,6,Not Available,179,6
Brooklyn,2929.0,53.0,3070506.0,Engine Co. 206,FDNY,Not Available,183.4,6.7,Not Available,179.5,6.8
Brooklyn,3281.0,22.0,3074885.0,"Engine Co. 271 and Ladder Co. 124, Batt. 28",FDNY,Not Available,211.2,7.4,Not Available,205.3,7.6
Brooklyn,3343.0,29.0,3076461.0,Engine Co. 277 and Ladder Co. 112,FDNY,Not Available,268.5,8.7,Not Available,381.1,13
Brooklyn,3580.0,20.0,3081953.0,Engine Co. 283 and Division 15,FDNY,Not Available,235.6,9.1,Not Available,247.7,8.9
Brooklyn,3691.0,1.0,3083579.0,Engine Co. 332 & Ladder Co. 175,FDNY,Not Available,Not Available,Not Available,Not Available,316.6,10.9
Brooklyn,5155.0,4.0,3118638.0,Engine Co. 281 and Ladder Co. 147,FDNY,Not Available,253.1,8.7,Not Available,241.3,8.8
Brooklyn,5597.0,44.0,3135859.0,Engine Co. 282 and Ladder Co. 148,FDNY,Not Available,230.1,7.8,Not Available,214.1,7.4
Brooklyn,6254.0,53.0,3161800.0,Engine Co. 284 and Ladder Co. 149,FDNY,Not Available,244.2,9,Not Available,225.6,8.5
Brooklyn,6777.0,64.0,3182420.0,"Engine Co. 276 and Ladder Co. 156, Batt. 33",FDNY,Not Available,247.4,8.3,Not Available,225.3,7.9
Brooklyn,7918.0,114.0,3221976.0,EMS 58 (Leased),FDNY,Not Available,269.3,10.2,Not Available,270.8,10.4
Queens,46.0,34.0,4000333.0,Engine Co 258 and Ladder Co. 115,FDNY,Not Available,254.2,8.4,Not Available,122.8,4.3
Queens,254.0,1.0,4003451.0,Transportation Repair Shop,FDNY,Not Available,306.9,9.5,Not Available,424.9,16.1
Queens,295.0,45.0,4307187.0,FDNY Fleet Services (Leased),FDNY,Not Available,246.9,10.1,Not Available,211.8,8.8
Queens,307.0,29.0,4003673.0,"Engine Co. 259 and Ladder Co. 128, Batt. 45",FDNY,Not Available,223.1,8,Not Available,360.5,11.7
Queens,2573.0,124.0,4058923.0,EMS Stock,FDNY,Not Available,179.5,5.2,Not Available,63.2,2.6
Queens,3866.0,70.0,4094697.0,Queens CO,FDNY,Not Available,1560,40.4,Not Available,1790.8,50.4
Queens,5559.0,25.0,4529057.0,"Engine Co. 264 and Ladder Co. 134, Engine Co. 328",FDNY,Not Available,196.3,6.8,Not Available,211.2,7.5
Queens,5917.0,1.0,4539863.0,Fort Totten Campus: Fort Totten,FDNY,Not Available,71.7,2,Not Available,132.7,6.2
Queens,9121.0,11.0,4438526.0,Engine Co. 285 and Ladder Co. 142 (Leased),FDNY,Not Available,249.2,8.9,Not Available,250.4,9.2
Queens,10464.0,25.0,4222434.0,Engine Co. 301 and Ladder Co. 150,FDNY,Not Available,233.7,8.1,Not Available,217.2,7.5
Queens,15926.0,44.0,4302052.0,"Engine Co. 265 and Ladder 121, Batt. 47, EMS 47",FDNY,Not Available,300.1,10.6,Not Available,260.6,9.5
Queens,16127.0,1.0,4439014.0,Engine Co. 266,FDNY,Not Available,153.5,5.5,Not Available,153.9,5.6
Queens,16212.0,17.0,4304442.0,Engine Co. 268 and Ladder Co. 137,FDNY,Not Available,194.3,7.2,Not Available,200.1,7.5
Staten Island,319.0,1.0,5112427.0,Staten Island CO,FDNY,Not Available,954.8,24.7,Not Available,1222.7,32.3
Staten Island,2665.0,25.0,5041882.0,Engine Co. 154 Communications Garage,FDNY,Not Available,261,8.6,Not Available,223.9,7.5
Staten Island,3153.0,38.0,5046179.0,"Engine Co. 160 and Rescue 5, Division 8",FDNY,Not Available,238.2,7.7,Not Available,254.9,9.4
Staten Island,7067.0,252.0,5851738.0,Engine Co. 168,FDNY,Not Available,198,6.7,Not Available,171.1,5.9
Manhattan,776.0,40.0,1014236.0,"Fashion Institute of Technology (SUNY FIT), Bldg E, Shirley Goodman Resource Center",FIT,Not Available,276.4,10.6,Not Available,296.7,10.6
Manhattan,777.0,1.0,1014250.0,"Fashion Institute of Technology (SUNY FIT), Bldg A, The David Dubinsky Student Center",FIT,Not Available,359.8,16.7,Not Available,380.5,15.2
Manhattan,777.0,1.0,1014250.0,"Fashion Institute of Technology (SUNY FIT), Bldg B, Business and Liberal Arts Center",FIT,Not Available,355.7,16.4,Not Available,376.4,15
Manhattan,777.0,18.0,1014251.0,"Fashion Institute of Technology (SUNY FIT), Bldg C, Marvin Feldman Center",FIT,Not Available,355.7,16.5,Not Available,376.5,15
Manhattan,779.0,75.0,1014306.0,Office HASA/MICSA/APS Social Services (Leased),HRA,66,191.9,5,65,190.7,5
Manhattan,777.0,37.0,1014252.0,"Fashion Institute of Technology (SUNY FIT), Bldg D, Fred P. Pomerantz Art and Design Center",FIT,Not Available,355.2,16.4,Not Available,376,15
Manhattan,270.0,32.0,1003224.0,Gouverneur Health Care Services,HHC,Not Available,506.4,28,Not Available,578.6,22
Manhattan,962.0,100.0,1087295.0,Bellevue Hospital Center Campus: Ambulatory Care Building,HHC,35,471.8,20.9,36,430.3,16.4
Manhattan,962.0,100.0,1086515.0,Bellevue Hospital Center Campus: Center,HHC,35,471.8,20.9,36,430.3,16.4
Manhattan,1373.0,20.0,1085548.0,Coler-Goldwater Hospital Campus: Hospital,HHC,55,426.1,22.6,100,210.6,12.2
Manhattan,1373.0,50.0,1040750.0,Coler-Goldwater Hospital Campus: Coler Campus,HHC,55,426.1,22.6,100,210.6,12.2
Manhattan,1669.0,1.0,1083929.0,Metropolitan Hospital Center Campus: Center,HHC,100,205.1,5.3,81,352.1,17.3
Manhattan,1733.0,1.0,1053899.0,Harlem Hospital Center Campus: Luther King Pavilion,HHC,52,433.2,15.5,2,616.8,23.3
Manhattan,1734.0,1.0,1082167.0,Harlem Hospital Center Campus: Kountz Pavilion,HHC,52,433.2,15.5,2,616.8,23.3
Manhattan,1734.0,1.0,1082172.0,Harlem Hospital Center Campus: Ronald H. Brown Ambulatory Care Pavilion,HHC,52,433.2,15.5,2,616.8,23.3
Manhattan,1734.0,1.0,1082170.0,Harlem Hospital Center Campus: Women's Pavilion,HHC,52,433.2,15.5,2,616.8,23.3
Manhattan,1747.0,35.0,1077376.0,Henry J. Carter Hospital,HHC,Not Available,Not Available,Not Available,90,338.5,10.9
Manhattan,1747.0,70.0,1088883.0,Henry J. Carter Hospital - Skilled Nursing Facility,HHC,Not Available,Not Available,Not Available,94,335.6,10.4
Manhattan,1901.0,29.0,1057405.0,Lenox Avenue Health Center,HHC,3,379.6,14.2,70,143.9,4.7
Manhattan,1923.0,53.0,1058399.0,Sydenham Health Center,HHC,Not Available,Not Available,Not Available,Not Available,274.2,11.4
Manhattan,2060.0,1.0,1061339.0,Lower Washington Heights NFCC Clinic,HHC,16,371.2,13.5,11,378.9,14.2
Bronx,2269.0,21.0,2090354.0,Segundo Ruiz Belvis Diagnostic and Treatment Center,HHC,48,268.2,9.2,37,279.4,10
Bronx,2303.0,58.0,2000645.0,Lincoln Detox Center Clinic (Substance Abuse Division),HHC,68,171.5,6.5,100,16.5,0.7
Bronx,2335.0,16.0,2097050.0,Lincoln Medical and Mental Health Center,HHC,87,341.1,11.4,89,324.2,11.1
Bronx,2489.0,60.0,2003015.0,Morrisania DTC Center,HHC,40,305.5,9,26,317.7,10.4
Bronx,3327.0,200.0,2017787.0,North Central Bronx Hospital,HHC,50,442,15.5,40,452.5,16.6
Bronx,4205.0,1.0,2097550.0,Jacobi Medical Center Campus: Jacobi Medical Center,HHC,82,358.3,12.5,85,335.1,12
Bronx,4205.0,1.0,2097551.0,Jacobi Medical Center Campus: Jacobi Medical Center Staff Residence,HHC,82,358.3,12.5,85,335.1,12
Brooklyn,1723.0,1.0,3048341.0,Woodhull Medical and Mental Health Center,HHC,38,467.8,15.9,35,462.6,16.3
Brooklyn,1751.0,25.0,3329636.0,Bedford Stuyvesant Alcohol Treatment Center,HHC,23,273.7,8.8,17,269.6,8.7
Brooklyn,2039.0,101.0,3251647.0,Cumberland Diagnostic and Treatment Center,HHC,59,294.4,7.6,11,497.3,22.7
Brooklyn,3738.0,15.0,3083929.0,East New York Diagnostic & Treatment Center,HHC,24,323.6,11.8,26,303.1,11.1
Brooklyn,4812.0,1.0,3327674.0,Dr. Susan Smity McKinney Nursing and Rehabilitation Center,HHC,Not Available,271.7,7,Not Available,262,6.9
Brooklyn,4812.0,1.0,3327674.0,Kings County Hospital Campus: Building K-5,HHC,32,470.4,17.7,7,672,25.7
Brooklyn,4812.0,1.0,3327681.0,Kings County Hospital Campus: Central Laundry,HHC,32,470.4,17.7,7,672,25.7
Brooklyn,4812.0,1.0,3329549.0,Kings County Hospital Campus: Food Service,HHC,32,470.4,17.7,7,672,25.7
Brooklyn,4812.0,1.0,3329549.0,Kings County Hospital Campus: Hospital Support Office,HHC,32,470.4,17.7,7,672,25.7
Brooklyn,4829.0,1.0,3327720.0,Kings County Hospital Campus: Bldg Z - Powerhouse,HHC,32,470.4,17.7,7,672,25.7
Brooklyn,4829.0,1.0,3327711.0,"Kings County Hospital Campus: Buildings A, B, C",HHC,32,470.4,17.7,7,672,25.7
Brooklyn,4829.0,1.0,3327725.0,Kings County Hospital Campus: Buildings T,HHC,32,470.4,17.7,7,672,25.7
Brooklyn,4829.0,1.0,3327718.0,Kings County Hospital Campus: Kings County Hospital Building R,HHC,32,470.4,17.7,7,672,25.7
Brooklyn,4829.0,2.0,3396539.0,Kings County Hospital Campus: Kings County Hospital Parking Garage,HHC,32,470.4,17.7,7,672,25.7
Brooklyn,7239.0,1.0,3337274.0,Coney Island Hospital,HHC,100,220,5.7,88,330.4,11.8
Queens,1497.0,1.0,4037028.0,Elmhurst Hospital Center Campus: Hope Pavilion,HHC,93,317.4,10.3,84,343.2,13.3
Queens,1500.0,2.0,4437132.0,Elmhurst Hospital Center Campus: Center,HHC,93,317.4,10.3,84,343.2,13.3
Queens,1500.0,2.0,4543852.0,Elmhurst Hospital Center Campus: Parking Garage,HHC,93,317.4,10.3,84,343.2,13.3
Queens,1500.0,2.0,4539651.0,Elmhurst Hospital Center Campus: Women's Health Pavilion,HHC,93,317.4,10.3,84,343.2,13.3
Queens,6858.0,1.0,4442433.0,Queens Hospital Center Campus: Center,HHC,79,363.6,12.3,60,403.6,15.3
Staten Island,955.0,75.0,5113197.0,Sea View Hospital Rehabilitation Center,HHC,Not Available,156.9,6.3,Not Available,117.2,4.4
Brooklyn,4461.0,1.0,3098536.0,701 Euclid Ave Office,HPD,58,177.3,5.2,59,175.7,5.5
Manhattan,70.0,32.0,1001134.0,Office HRA Commissioner and Program Adm (Leased),HRA,15,392.9,15,12,412.1,14.1
Manhattan,177.0,2.0,1001971.0,Offices Support Services and Fraud Investigation(Leased),HRA,46,271.3,7,46,269.5,7.1
Manhattan,577.0,34.0,1009716.0,Office HASA Services and FIA Food Stamps (Leased),HRA,31,297.1,8.7,31,295.8,8.5
Manhattan,698.0,1.0,1012389.0,Office MICSA and Trades Support Services (Leased),HRA,88,148.6,3.9,88,146.5,3.9
Manhattan,872.0,13.0,1017821.0,"FIA, MICSA Social Services Office (Leased)",HRA,64,220.9,7.2,82,170.1,5.6
Manhattan,1808.0,8.0,1054888.0,East Harlem Multi Service Center,HRA,99,72.4,1.9,100,50.3,1.4
Manhattan,1911.0,43.0,1057874.0,Help Harbor Transitional Housing Site II,HRA,Not Available,99.2,3.7,Not Available,115.3,4.5
Manhattan,1912.0,12.0,1057904.0,Help Harbor Transitional Housing Site I,HRA,Not Available,172.7,6.4,Not Available,155.3,6.2
Manhattan,1988.0,53.0,1059778.0,Offices Home Care and HASA services (Leased),HRA,35,249.6,7.7,41,230.7,7.7
Manhattan,2213.0,1.0,1064513.0,Dyckman Job Center (Leased),HRA,11,368.1,10.7,21,309.1,9.3
Bronx,2340.0,72.0,2000978.0,Rider Job Center #38 (Leased),HRA,65,191.4,5.1,60,201.7,6.6
Bronx,2643.0,1.0,2004558.0,Hunt Point Multi Service Center,HRA,24,276.2,8.1,24,275,8.9
Bronx,2758.0,6.0,2006302.0,New Day Family Residence I,HRA,Not Available,35.5,1.4,Not Available,157.9,6.5
Bronx,2758.0,36.0,2006311.0,New Day Family Residence II,HRA,Not Available,85.8,3.3,Not Available,161.6,6.6
Bronx,3060.0,32.0,2011826.0,Crotona Job Center #41 Offices (Leased),HRA,61,210.7,5.5,49,238.4,8.1
Bronx,3293.0,8.0,2016777.0,Fordham Model Office (Leased),HRA,40,236.5,7.6,50,211.8,7
Bronx,3770.0,80.0,2025026.0,Adult Protective Services Offices (Leased),HRA,22,249.6,7.4,32,218.9,6.8
Brooklyn,174.0,13.0,3000601.0,MICSA/HASA Office (Leased),HRA,57,197.6,5.1,72,164,4.3
Brooklyn,174.0,18.0,3000602.0,FIA/OCP Offices (Leased),HRA,59,196.5,5.1,58,196.1,5.2
Brooklyn,197.0,28.0,3335918.0,Greenwood Job Center (Leased),HRA,68,191.9,5,84,147.8,3.9
Brooklyn,928.0,1.0,3018375.0,MICSA/Medical Assistance Program Offices (Leased),HRA,55,189.9,5.6,65,167.8,5.3
Brooklyn,1548.0,19.0,3042090.0,Bedford Multi Service Center,HRA,99,84,2.3,100,69.5,1.8
Brooklyn,1941.0,20.0,3055395.0,DeKalb Job Center #64 Offices (Leased),HRA,12,355.9,12.1,21,306.4,10
Brooklyn,2276.0,12.0,3061504.0,Bushwick Job Center (Flushing) (Leased),HRA,60,203.1,6,62,196.9,6
Brooklyn,3444.0,22.0,3080067.0,Bushwick Multi Service Center,HRA,26,218.2,8.6,32,200,8.3
Brooklyn,3496.0,4.0,3080726.0,Brownsville Multi Service Center,HRA,69,168.7,6,72,160.4,5.7
Brooklyn,5854.0,36.0,3144669.0,Bayridge Job Center #70 Offices (Leased),HRA,58,203.5,6.2,68,178,5.9
Queens,12200.0,52.0,4264631.0,South Jamaica MAC,HRA,28,240.8,7.7,60,168.3,5.8
Queens,15900.0,8.0,4301932.0,Rockaway Job Center FS42 MICSA (Leased),HRA,9,319.8,9.2,12,297.8,9
Staten Island,497.0,1.0,5013236.0,"MICSA,APS Offices(Leased)",HRA,19,256.1,7.9,16,263.8,8.8
Manhattan,119.0,1.0,1079143.0,NYPD Police Headquarters,NYPD,36,299.2,9.5,25,338.8,10.4
Manhattan,190.0,33.0,1002168.0,Precinct,NYPD,Not Available,242.2,8.4,Not Available,248.6,9
Manhattan,201.0,20.0,1066496.0,Precinct,NYPD,Not Available,103.2,3.6,Not Available,114.1,4.1
Manhattan,241.0,13.0,1079600.0,MS Narcotics,NYPD,100,19.6,0.7,Not Available,66.7,2.3
Manhattan,342.0,60.0,1004078.0,Precinct,NYPD,Not Available,196.7,5.1,Not Available,272.2,11
Manhattan,447.0,47.0,1006254.0,Precinct,NYPD,Not Available,292.6,9,Not Available,304.1,9
Manhattan,563.0,19.0,1009128.0,Property Clerk & Youth Aid,NYPD,77,149.9,5.8,81,139.6,5.2
Manhattan,620.0,33.0,1011192.0,Precinct,NYPD,Not Available,334.2,11.7,Not Available,287.3,10.2
Manhattan,759.0,8.0,1013564.0,Precinct,NYPD,Not Available,295.4,9.9,Not Available,306.2,10.8
Manhattan,769.0,55.0,1013994.0,Precinct,NYPD,Not Available,141.1,3.7,Not Available,181,8.4
Manhattan,805.0,82.0,1015151.0,Parking Enforcement Division,NYPD,89,118.1,3.3,56,192.6,9.2
Manhattan,901.0,6.0,1019613.0,Precinct,NYPD,Not Available,200.8,8.1,Not Available,231,8.6
Manhattan,1044.0,38.0,1082822.0,Precinct,NYPD,Not Available,303.7,9.7,Not Available,236.3,8.3
Manhattan,1070.0,44.0,1026909.0,MSTF,NYPD,41,211.6,7.2,32,230.2,7.8
Manhattan,1111.0,1.0,1083819.0,Precinct,NYPD,Not Available,367.4,10.3,Not Available,598.9,17.5
Manhattan,1212.0,38.0,1032028.0,Precinct,NYPD,Not Available,337.4,11.9,Not Available,347.9,12.8
Manhattan,1402.0,25.0,1042471.0,Precinct,NYPD,Not Available,398.2,15.7,Not Available,413.8,15.2
Manhattan,1767.0,62.0,1054360.0,Precinct,NYPD,Not Available,173.2,5.9,Not Available,174.4,6.1
Manhattan,1819.0,203.0,1085920.0,Randall's Island Street Crime Unit,NYPD,56,183.9,4.8,18,281.3,11.9
Manhattan,1855.0,5.0,1055910.0,Precinct,NYPD,Not Available,202.2,5.7,Not Available,257.9,10.3
Manhattan,1940.0,48.0,1075467.0,Precinct,NYPD,Not Available,187.1,5,Not Available,264.8,11
Manhattan,1949.0,29.0,1059240.0,Precinct,NYPD,Not Available,189.6,5,Not Available,248,10.4
Manhattan,1982.0,38.0,1076682.0,Precinct,NYPD,Not Available,216.3,5.8,Not Available,326.1,14.9
Manhattan,2066.0,9.0,1081826.0,Precinct,NYPD,Not Available,265.2,9,Not Available,202.6,6.9
Manhattan,2112.0,10.0,1086200.0,Precinct,NYPD,Not Available,312.9,10.1,Not Available,386.5,12.8
Manhattan,2134.0,218.0,1087614.0,Shop 9,NYPD,Not Available,252.4,8.3,Not Available,225.5,8.5
Manhattan,2180.0,108.0,1064415.0,Precinct,NYPD,Not Available,326.5,10,Not Available,259.1,8.2
Bronx,2314.0,30.0,2000700.0,Precinct,NYPD,Not Available,445.8,14.3,Not Available,449.2,15.4
Bronx,2365.0,1.0,2001194.0,Precinct,NYPD,Not Available,142.4,3.9,Not Available,205.2,9.1
Bronx,2489.0,77.0,2003017.0,Precinct,NYPD,Not Available,363.8,12.7,Not Available,343.7,11.6
Bronx,2530.0,21.0,2003522.0,Precinct,NYPD,91,100.5,2.7,21,258.8,14
Bronx,2727.0,17.0,2005802.0,Precinct,NYPD,Not Available,427,13.2,Not Available,502.4,16.6
Bronx,2732.0,1.0,2090437.0,Precinct,NYPD,Not Available,228.1,6.9,Not Available,233.7,7.7
Bronx,2907.0,10.0,2009509.0,Precinct,NYPD,Not Available,265.1,8.4,Not Available,264.1,8.9
Bronx,3149.0,90.0,2013535.0,Precinct,NYPD,Not Available,206.5,6.7,Not Available,213.6,7.3
Bronx,3325.0,5.0,2017718.0,Precinct,NYPD,Not Available,312,8.3,Not Available,423.5,17.4
Bronx,3660.0,3.0,2022630.0,Precinct,NYPD,Not Available,326.3,11,Not Available,319.7,11.5
Bronx,4015.0,1.0,2097533.0,Transit District 12,NYPD,Not Available,458.4,12.7,Not Available,402.4,11.4
Bronx,4205.0,1.0,2097543.0,Precinct,NYPD,Not Available,247,8,Not Available,192,5.6
Bronx,4876.0,1.0,2065163.0,Precinct,NYPD,Not Available,243.9,8,Not Available,218.2,7.5
Bronx,5101.0,12.0,2071627.0,Property Clerk,NYPD,62,218.3,6.6,59,219,6.6
Bronx,5531.0,40.0,2097742.0,Precinct,NYPD,Not Available,137.6,3.7,Not Available,185,8
Bronx,5760.0,134.0,2087576.0,Precinct,NYPD,Not Available,278.7,9.4,Not Available,243.8,8
Brooklyn,35.0,21.0,3335858.0,Service Shop #1,NYPD,31,96.5,3.3,Not Available,150.9,5.9
Brooklyn,134.0,6.0,3000252.0,Precinct,NYPD,Not Available,318.9,10.7,Not Available,287.7,9.9
Brooklyn,337.0,27.0,3004301.0,Precinct,NYPD,Not Available,372.2,11.8,Not Available,355.7,11.8
Brooklyn,644.0,1.0,3336825.0,Marine Terminal Storage,NYPD,100,0.2,0,Not Available,6.7,0.2
Brooklyn,668.0,29.0,3009843.0,Precinct,NYPD,Not Available,179.6,6,Not Available,194.3,6.9
Brooklyn,717.0,61.0,3010669.0,42nd Street Warehouse,NYPD,13,123,4.8,6,154.9,6.1
Brooklyn,724.0,1.0,3010833.0,Applicant Processing Division,NYPD,24,285.8,9.8,14,329,11.5
Brooklyn,1136.0,1.0,3027810.0,Precinct,NYPD,Not Available,274,10.6,Not Available,284.4,11.4
Brooklyn,1162.0,1.0,3028914.0,Precinct,NYPD,5,329.8,10.7,2,390.1,13.1
Brooklyn,1310.0,1.0,3034563.0,Precinct,NYPD,Not Available,342.8,10.8,Not Available,341.6,11.1
Brooklyn,1355.0,1.0,3035883.0,Precinct,NYPD,Not Available,260,8.8,Not Available,245.6,8.4
Brooklyn,1633.0,39.0,3044596.0,Precinct,NYPD,Not Available,187.2,5.9,Not Available,290.5,9.2
Brooklyn,1800.0,3.0,3050453.0,Precinct,NYPD,Not Available,262.6,9.3,Not Available,247.2,8.6
Brooklyn,1933.0,121.0,3055379.0,Precinct,NYPD,Not Available,219.3,7.4,Not Available,235.1,9.2
Brooklyn,2465.0,100.0,3063633.0,Precinct,NYPD,Not Available,415.4,13.6,Not Available,338.6,11
Brooklyn,2619.0,3.0,3065579.0,Precinct,NYPD,Not Available,371.2,11.7,Not Available,319.9,12.3
Brooklyn,3246.0,5.0,3073816.0,Command,NYPD,Not Available,Not Available,Not Available,1,576.9,18.3
Brooklyn,3307.0,22.0,3326387.0,Precinct,NYPD,Not Available,255.6,8.3,Not Available,286.8,9
Brooklyn,3497.0,2.0,3080735.0,Precinct,NYPD,Not Available,282.5,9.7,Not Available,279.7,9.7
Brooklyn,3687.0,1.0,3083515.0,Facilities Management Division,NYPD,Not Available,Not Available,Not Available,99,61.4,1.6
Brooklyn,3698.0,32.0,3083636.0,Brooklyn North Narcotics,NYPD,34,261.8,8.5,33,261.7,8.8
Brooklyn,4051.0,16.0,3089813.0,Precinct,NYPD,Not Available,330.7,10.5,Not Available,401.7,13.9
Brooklyn,4685.0,24.0,3327591.0,Traffic Office and Warehouse,NYPD,83,121.6,3.8,28,235.7,9.8
Brooklyn,5051.0,1.0,3256655.0,BSTF,NYPD,5,344.9,12.1,1,421,15.2
Brooklyn,5111.0,24.0,3117400.0,Precinct,NYPD,Not Available,253.3,7.9,Not Available,258.3,8.2
Brooklyn,5423.0,21.0,3127902.0,Precinct,NYPD,Not Available,313.6,10,Not Available,309.7,10.2
Brooklyn,5778.0,1.0,3257058.0,Harbor Unit Charlie,NYPD,1,451,13.6,Not Available,411.7,12.6
Brooklyn,5817.0,55.0,3144156.0,Precinct,NYPD,Not Available,267.8,9.9,Not Available,263.3,9.7
Brooklyn,6406.0,45.0,3167815.0,Precinct,NYPD,Not Available,208.1,7.4,Not Available,179.2,6.2
Brooklyn,7226.0,62.0,3196054.0,Command,NYPD,5,433,11.3,18,310.6,9
Brooklyn,7261.0,150.0,3196377.0,MTD Troop E,NYPD,55,158,6.9,44,176.4,9.8
Brooklyn,7279.0,290.0,3196591.0,Precinct,NYPD,Not Available,371.4,12.4,Not Available,294,11.2
Brooklyn,7371.0,52.0,3200556.0,Precinct,NYPD,Not Available,354.4,11.8,Not Available,383.7,13.6
Brooklyn,7599.0,67.0,3207376.0,Precinct,NYPD,Not Available,238.7,8,Not Available,228.7,7.6
Brooklyn,8147.0,26.0,3229075.0,Precinct,NYPD,Not Available,389.8,12.5,Not Available,362.2,12.7
Brooklyn,8591.0,75.0,3242371.0,NYPD Warehouse,NYPD,1,531.4,14.2,1,258.3,12.7
Queens,32.0,6.0,4000126.0,Precinct,NYPD,Not Available,368.6,13.4,Not Available,505.6,24.3
Queens,98.0,9.0,4436638.0,Property Clerk,NYPD,96,95.1,3.9,100,64.8,1.7
Queens,98.0,11.0,4436642.0,Prop Clerk Warehouse,NYPD,48,79.3,2.7,5,185.2,10.5
Queens,632.0,30.0,4009361.0,Precinct,NYPD,Not Available,272.3,8.1,Not Available,255.2,8.4
Queens,1422.0,34.0,4034862.0,Precinct,NYPD,Not Available,222.9,6.8,Not Available,235.4,8.1
Queens,1592.0,72.0,4445296.0,Precinct,NYPD,Not Available,285.5,9.4,Not Available,298.5,10.1
Queens,2344.0,30.0,4054168.0,Building Maintenance/Quartermaster,NYPD,1,2464.3,116.4,3,522.1,20
Queens,2361.0,150.0,4054276.0,Central Motor Repair Shop,NYPD,Not Available,287.7,7.7,Not Available,225.7,6.2
Queens,3234.0,22.0,4077446.0,Precinct,NYPD,Not Available,425,13.7,Not Available,387.1,12.4
Queens,3632.0,1.0,4088186.0,Precinct,NYPD,Not Available,217.2,7,Not Available,247,9.1
Queens,4044.0,1.0,4097874.0,Harbor Unit Launch,NYPD,Not Available,113.4,4.9,Not Available,136.8,6.4
Queens,4045.0,1.0,4097877.0,Queens Auto Crime,NYPD,66,183.5,5.2,42,237.8,6.8
