Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²) †,2011 Rating * ,2011 Source EUI (kBtu/sq.ft.),2011 GHG Emissions Intensity (kgCO2e/ft²) †,2012 Rating *,2012 Source EUI (kBtu/sq.ft.),2012 GHG Emissions Intensity (kgCO2e/ft²) †,2013 Rating *,2013 Source EUI (kBtu/sq.ft.),2013 GHG Emissions Intensity (kgCO2e/ft²) †
Bronx,2903.0,23.0,2009466.0,X042,DOE, 72 , 80.7 ,2.8,73,79.1,2.8,80, 72.4 , 2.5 ,94.0,55.9,2.2
Bronx,2280.0,40.0,2000205.0,X043,DOE, 84 , 91.2 ,4.3,88,85.0,4.2,94, 71.1 , 3.3 ,87.0,86.3,4.3
Bronx,2949.0,64.0,2009957.0,X044,DOE, 28 , 115.3 ,4.6,58,97.9,3.8,59, 97.1 , 4.0 ,57.0,100.2,4.0
Bronx,3067.0,1.0,2011937.0,X045,DOE, 73 , 105.1 ,4.0,83,91.9,3.4,85, 88.4 , 3.4 ,76.0,101.9,4.1
Bronx,3295.0,1.0,2094729.0,"X046 within (X046, X846)",DOE, 63 , 140.5 ,5.9,78,118.4,4.7,89, 98.7 , 3.8 ,83.0,109.8,4.4
Bronx,3786.0,16.0,2025622.0,X047,DOE, 13 , 137.0 ,5.3,21,124.3,4.7,35, 106.3 , 4.0 ,22.0,123.5,4.8
Bronx,2766.0,1.0,2006680.0,X048,DOE, 13 , 119.0 ,6.3,8,129.0,7.0,20, 107.3 , 5.4 ,26.0,101.7,4.9
Bronx,2302.0,40.0,2000626.0,X049,DOE, 57 , 95.8 ,4.6,73,81.3,3.6,83, 71.0 , 2.9 ,84.0,70.5,2.9
Bronx,2996.0,10.0,2010786.0,X050,DOE, 57 , 119.3 ,5.0,73,100.7,4.3,87, 82.2 , 3.4 ,65.0,110.7,5.2
Bronx,2686.0,20.0,2005133.0,X052,DOE, 34 , 169.9 ,9.1,18,199.2,11.2,36, 164.6 , 9.8 ,26.0,182.5,11.1
Bronx,2435.0,75.0,2002299.0,"X053 within (X053, X851, X874)",DOE, 58 , 122.9 ,5.8,58,122.7,5.7,72, 105.5 , 4.6 ,69.0,110.4,5.5
Bronx,2902.0,1.0,2009463.0,X055,DOE, 26 , 138.8 ,5.9,48,113.2,4.6,44, 115.9 , 4.6 ,37.0,129.8,5.1
Bronx,3351.0,1.0,2018457.0,"X056 within (X056, X865)",DOE, 44 , 160.2 ,5.8,60,136.8,5.1,67, 128.2 , 4.7 ,64.0,133.1,4.8
Bronx,3081.0,26.0,2012359.0,X057,DOE, 28 , 149.3 ,6.0,29,147.2,5.8,34, 140.2 , 5.5 ,36.0,139.0,5.8
Bronx,2909.0,32.0,2009540.0,X058,DOE, 72 , 107.8 ,5.0,74,105.1,4.9,87, 85.8 , 4.0 ,82.0,94.4,4.6
Bronx,3049.0,37.0,2011538.0,X059,DOE, 57 , 90.4 ,3.8,61,86.5,3.5,75, 89.0 , 3.7 ,64.0,101.5,4.4
Bronx,2696.0,85.0,2005348.0,X060,DOE, 79 , 65.2 ,3.3,79,65.8,3.3,70, 72.1 , 3.0 ,51.0,88.4,4.4
Bronx,2939.0,45.0,2009865.0,X061,DOE, 31 , 126.1 ,5.2,32,125.2,5.1,48, 107.0 , 4.2 ,38.0,118.7,4.9
Bronx,2683.0,65.0,2005089.0,X062,DOE, 47 , 140.2 ,8.1,58,126.9,7.3,77, 102.8 , 5.5 ,59.0,126.4,7.2
Bronx,2615.0,14.0,2004302.0,"X063 within (X063, X862)",DOE, 41 , 146.5 ,5.5,13,196.6,9.0,46, 138.5 , 5.3 ,28.0,165.9,6.5
Bronx,2843.0,40.0,2008098.0,"X064 within (X064, X924)",DOE, 14 , 129.7 ,6.1,21,119.1,5.4,36, 101.1 , 4.2 ,25.0,114.1,5.1
Bronx,2571.0,1.0,2003834.0,X065,DOE, 39 , 128.6 ,6.1,60,106.0,4.8,73, 92.7 , 3.7 ,76.0,90.1,3.7
Bronx,3008.0,1.0,2010916.0,X066,DOE, 68 , 100.8 ,3.7,70,98.4,3.6,80, 87.4 , 3.2 ,76.0,93.2,3.5
Bronx,3123.0,3.0,2013142.0,"X067 within (X067, X967)",DOE, 51 , 108.6 ,5.3,60,103.1,5.1,73, 88.9 , 4.1 ,59.0,104.6,5.2
Bronx,4986.0,81.0,2067852.0,"X068 within (X068, X918)",DOE, 59 , 131.2 ,6.0,60,129.2,5.9,75, 110.0 , 4.9 ,57.0,133.1,6.2
Bronx,3524.0,20.0,2021482.0,"X069 within (X069, X869)",DOE, 66 , 122.9 ,5.6,82,100.4,4.8,82, 98.8 , 4.2 ,86.0,93.8,4.0
Bronx,2793.0,28.0,2007387.0,"X070 within (X070, X870)",DOE, 8 , 120.6 ,6.3,9,117.0,6.0,27, 91.6 , 4.1 ,12.0,112.1,5.0
Bronx,4171.0,1.0,2046140.0,"X071 within (X071, X948)",DOE, 40 , 106.4 ,4.4,54,94.1,3.7,69, 80.8 , 3.1 ,52.0,96.6,3.9
Bronx,5440.0,1.0,2077162.0,X072,DOE, 56 , 139.9 ,5.1,36,147.1,5.8,61, 116.8 , 4.2 ,48.0,132.1,5.0
Bronx,2504.0,82.0,2003051.0,"X073 within (X073, X873)",DOE, 19 , 204.5 ,11.5,20,202.9,11.7,45, 158.2 , 8.7 ,33.0,177.3,10.1
Bronx,2763.0,279.0,2006566.0,X074,DOE, 49 , 92.0 ,2.5,58,84.0,2.2,19, 120.5 , 4.7 ,27.0,112.0,4.2
Bronx,2747.0,1.0,2006079.0,X075,DOE, 44 , 87.7 ,3.3,46,85.1,3.3,48, 83.3 , 3.1 ,38.0,92.7,3.6
Bronx,4552.0,10.0,2054933.0,"X076 within (X076, X926)",DOE, 39 , 119.0 ,4.7,42,114.7,4.2,59, 97.7 , 3.6 ,53.0,104.6,3.9
Bronx,3775.0,25.0,2088553.0,"X077 within (X077, X976, X982)",DOE, 12 , 150.8 ,6.6,16,141.1,6.1,29, 121.6 , 5.1 ,18.0,139.6,6.3
Bronx,4719.0,1.0,2060191.0,X078,DOE, 35 , 114.1 ,5.7,50,99.5,4.8,66, 84.7 , 4.0 ,47.0,103.3,5.3
Bronx,3170.0,1.0,2013849.0,X079,DOE, 48 , 130.7 ,5.3,31,151.2,6.1,55, 120.9 , 4.6 ,51.0,126.5,5.0
Bronx,3336.0,35.0,2018046.0,"X080 within (X080, X910)",DOE, 52 , 148.8 ,7.2,61,136.5,6.4,78, 112.1 , 4.6 ,69.0,126.4,5.3
Bronx,5850.0,1550.0,2084806.0,X081,DOE, 24 , 130.4 ,4.9,32,119.3,4.3,38, 112.4 , 4.0 ,31.0,121.2,4.4
Bronx,2866.0,70.0,2008460.0,X082,DOE, 32 , 159.7 ,7.8,39,150.0,7.3,53, 131.5 , 6.3 ,46.0,142.2,7.2
Bronx,4125.0,1.0,2045344.0,X083,DOE, 86 , 110.9 ,5.2,73,132.6,6.9,93, 95.6 , 4.4 ,88.0,107.0,5.2
Bronx,3007.0,8.0,2010910.0,X084,DOE, 87 , 98.3 ,4.3,86,95.1,3.9,83, 100.2 , 4.5 ,96.0,74.5,2.9
Bronx,3024.0,21.0,2011054.0,"X085 within (X085, X885)",DOE, 59 , 113.6 ,4.6,66,106.2,4.1,82, 87.4 , 3.1 ,65.0,107.0,4.4
Bronx,3247.0,70.0,2100971.0,"X086 within (X086, X868)",DOE, 94 , 60.7 ,2.3,95,59.7,2.4,91, 67.1 , 2.7 ,82.0,79.7,3.2
Bronx,5018.0,1.0,2069061.0,"X087 within (X087, X945)",DOE, 39 , 128.5 ,5.1,55,110.6,4.1,55, 109.6 , 4.1 ,55.0,110.9,4.0
Bronx,2830.0,17.0,2094535.0,X088,DOE, 54 , 126.3 ,6.4,73,104.3,5.1,85, 87.8 , 3.9 ,72.0,105.9,5.2
Bronx,4444.0,16.0,2051571.0,"X089 within (X089, X919)",DOE, 77 , 97.9 ,3.9,77,96.6,3.8,86, 84.5 , 3.3 ,78.0,96.2,3.8
Bronx,2456.0,100.0,2002745.0,"X090 within (X090, X890)",DOE, 82 , 77.8 ,4.3,42,116.9,5.7,73, 86.8 , 3.6 ,47.0,112.2,5.4
Bronx,3208.0,1.0,2014505.0,"X091 within (X091, X891)",DOE, 53 , 104.0 ,5.3,75,83.1,4.1,71, 86.1 , 4.3 ,72.0,86.3,4.3
Bronx,3092.0,14.0,2012620.0,X092,DOE, 60 , 105.5 ,4.1,82,82.4,3.2,79, 85.5 , 3.4 ,76.0,89.5,3.6
Bronx,3652.0,1.0,2097341.0,"X093 within (X093, X893)",DOE, 74 , 93.1 ,3.6,67,100.0,3.9,87, 76.2 , 2.8 ,82.0,83.7,3.3
Bronx,3356.0,36.0,2018628.0,X094,DOE, 48 , 98.0 ,3.7,54,92.4,3.6,44, 100.4 , 3.8 ,27.0,119.0,4.4
Bronx,3252.0,182.0,2015472.0,X095,DOE, 76 , 128.5 ,6.3,81,111.6,5.6,71, 112.7 , 4.7 ,41.0,150.3,6.2
Bronx,4341.0,13.0,2049999.0,"X096 within (X096, X912)",DOE, 18 , 133.8 ,5.1,35,111.2,4.2,39, 106.6 , 4.1 ,21.0,128.1,5.2
Bronx,4474.0,1.0,2052739.0,"X097 within (X097, X917, X997)",DOE, 45 , 146.0 ,4.8,84,117.3,3.9,85, 115.6 , 3.8 ,70.0,142.1,5.0
Bronx,2939.0,93.0,2009867.0,X098,DOE, 29 , 105.2 ,4.5,75,110.1,4.6,87, 92.5 , 3.7 ,76.0,109.1,4.5
Bronx,2692.0,14.0,2005276.0,X099,DOE, 59 , 125.4 ,5.2,42,141.6,6.7,79, 98.7 , 3.6 ,66.0,114.8,4.7
Bronx,3641.0,1.0,2022550.0,X100,DOE, 80 , 95.2 ,4.7,87,84.2,4.1,83, 90.2 , 4.7 ,85.0,88.5,4.7
Bronx,5547.0,1.0,2080231.0,X101,DOE, 64 , 91.8 ,4.5,61,93.9,4.5,81, 74.5 , 3.3 ,76.0,80.4,3.7
Bronx,3921.0,30.0,2028640.0,X102,DOE, 35 , 152.3 ,5.5,40,144.4,5.1,55, 126.0 , 4.3 ,44.0,140.3,5.0
Bronx,4823.0,1.0,2062883.0,"X103 within (X103, X923)",DOE, 60 , 106.2 ,4.1,63,102.5,4.0,68, 96.8 , 3.8 ,60.0,106.1,4.0
Bronx,2873.0,27.0,2088263.0,X104,DOE, 62 , 101.1 ,3.9,79,92.7,3.6,70, 102.6 , 4.4 ,76.0,96.6,3.9
Bronx,4288.0,1.0,2048794.0,"X105 within (X105, X935)",DOE, 35 , 116.9 ,5.0,54,97.7,3.9,70, 86.7 , 3.3 ,53.0,103.4,4.4
Bronx,3946.0,7.0,2041211.0,"X106 within (X106, X913)",DOE, 61 , 126.6 ,5.8,77,106.6,4.7,89, 87.8 , 3.6 ,78.0,105.1,5.4
Bronx,3591.0,50.0,2021972.0,X107,DOE, 35 , 86.1 ,3.6,48,77.2,3.0,34, 86.2 , 3.7 ,32.0,89.4,3.6
Bronx,4275.0,1.0,2048608.0,"X108 within (X108, X946)",DOE, 22 , 208.4 ,10.0,11,238.0,12.4,65, 138.1 , 4.9 ,31.0,189.5,6.9
Bronx,2877.0,393.0,2094549.0,"X109 within (X109, X899)",DOE, 15 , 128.5 ,6.9,15,128.5,6.8,31, 105.5 , 5.3 ,31.0,108.0,5.4
Bronx,2932.0,1.0,2009718.0,X110,DOE, 83 , 87.1 ,3.9,83,85.6,4.0,93, 69.7 , 3.0 ,91.0,73.7,3.7
Bronx,4916.0,1.0,2065992.0,"X111 within (X111, X937)",DOE, 31 , 152.2 ,6.6,30,153.9,7.0,44, 134.4 , 5.7 ,37.0,144.8,6.4
Bronx,4905.0,500.0,2065991.0,X112,DOE, 64 , 99.9 ,5.7,54,108.9,5.9,48, 114.9 , 6.2 ,49.0,115.1,6.3
Bronx,4675.0,20.0,2058396.0,X113,DOE, 10 , 131.7 ,6.6,12,126.2,6.1,62, 120.6 , 5.8 ,53.0,133.1,6.1
Bronx,2495.0,100.0,2003022.0,X114,DOE, 29 , 125.8 ,6.5,38,115.8,5.9,38, 114.3 , 5.7 ,34.0,120.3,6.2
Bronx,3172.0,46.0,2013899.0,X115,DOE, 1 , 186.3 ,9.8,5,137.3,5.1,7, 128.1 , 4.7 ,8.0,126.5,4.4
Bronx,2714.0,4.0,2005660.0,X116,DOE, 21 , 148.8 ,5.1,28,136.7,4.0,24, 143.0 , 5.0 ,45.0,119.0,3.5
Bronx,2827.0,1.0,2007902.0,"X117 within (X117, X957)",DOE, 32 , 133.9 ,7.0,41,122.9,6.3,63, 110.3 , 5.4 ,60.0,122.8,6.0
Bronx,3069.0,1.0,2011995.0,"X118 within (X118, X932)",DOE, 51 , 125.1 ,4.9,56,119.2,4.5,67, 107.1 , 4.0 ,46.0,130.5,5.2
Bronx,3789.0,21.0,2025696.0,"X119 within (X119, X915)",DOE, 67 , 113.9 ,5.7,55,128.1,6.9,81, 95.6 , 4.6 ,68.0,112.8,5.8
Bronx,2631.0,48.0,2004496.0,X120,DOE, 79 , 92.4 ,5.2,77,94.6,5.2,81, 89.5 , 5.1 ,90.0,77.2,4.1
Bronx,4526.0,1.0,2054253.0,"X121 within (X121, X921)",DOE, 15 , 131.9 ,6.9,25,116.1,6.1,60, 83.6 , 4.0 ,31.0,109.7,5.8
Bronx,3239.0,41.0,2096486.0,"X122 within (X122, X822)",DOE, 69 , 53.9 ,2.5,60,58.7,2.7,69, 53.2 , 2.4 ,51.0,64.6,3.0
Bronx,3718.0,1.0,2087014.0,X123,DOE, 69 , 85.6 ,4.0,69,85.7,4.3,82, 72.6 , 3.4 ,81.0,74.1,3.7
Bronx,3790.0,40.0,2025717.0,X125,DOE, 87 , 80.9 ,3.7,89,77.6,3.6,91, 72.5 , 3.2 ,85.0,83.2,3.8
Bronx,2526.0,83.0,2003495.0,X126,DOE, 13 , 129.1 ,6.6,6,145.7,7.4,28, 107.3 , 5.4 ,25.0,112.0,5.7
Bronx,3948.0,55.0,2041247.0,X127,DOE, 60 , 95.8 ,5.2,54,100.4,5.5,70, 93.7 , 4.9 ,62.0,109.0,5.9
Bronx,3109.0,1.0,2012957.0,"X129 within (X129, X234, X941)",DOE, 11 , 143.7 ,6.2,4,168.9,7.7,16, 131.5 , 5.4 ,38.0,105.8,4.4
Bronx,2688.0,1.0,2005168.0,X130,DOE, 43 , 107.0 ,5.6,46,104.4,5.6,49, 100.4 , 5.2 ,57.0,95.0,5.0
Bronx,3644.0,1.0,2103869.0,X131,DOE, 32 , 107.7 ,5.3,29,111.2,5.2,38, 101.2 , 4.7 ,48.0,94.0,4.5
Bronx,2390.0,1.0,2001619.0,X132,DOE, 50 , 107.7 ,5.3,58,100.1,4.8,74, 84.5 , 3.8 ,71.0,88.0,4.2
Bronx,2965.0,82.0,2010273.0,"X134 within (X134, X834)",DOE, 46 , 120.2 ,5.3,50,115.5,5.1,66, 98.9 , 4.1 ,65.0,100.5,4.1
Bronx,4432.0,1.0,2051313.0,X135,DOE, 51 , 91.9 ,4.7,37,104.2,5.4,67, 78.6 , 3.7 ,69.0,78.4,3.8
Bronx,2969.0,1.0,2010344.0,X136,DOE, 83 , 88.4 ,4.1,78,93.1,4.5,90, 77.0 , 3.3 ,78.0,94.0,4.6
Bronx,3143.0,43.0,2013307.0,X137,DOE, 68 , 143.1 ,5.3,68,136.7,4.9,81, 117.9 , 4.0 ,82.0,117.0,4.2
Bronx,3609.0,16.0,2022289.0,"X138 within (X138, X938)",DOE, 58 , 134.4 ,6.4,65,124.7,6.2,84, 98.0 , 4.4 ,82.0,102.8,4.8
Bronx,2286.0,36.0,2000391.0,X139,DOE, 43 , 122.9 ,6.0,45,120.2,5.5,85, 117.3 , 5.5 ,92.0,100.0,4.3
Bronx,2627.0,9.0,2004469.0,"X140 within (X140, X840)",DOE, 56 , 110.9 ,5.7,68,98.8,5.0,76, 89.5 , 4.3 ,73.0,93.9,3.9
Bronx,5918.0,376.0,2085870.0,X141,DOE, 75 , 128.3 ,6.3,70,128.9,6.0,75, 123.1 , 5.1 ,69.0,131.3,4.8
Bronx,4935.0,1.0,2066190.0,X142,DOE, 62 , 104.5 ,5.0,83,81.0,3.8,87, 76.0 , 3.6 ,82.0,83.1,4.1
Bronx,3253.0,141.0,2015547.0,X143,DOE, 73 , 96.4 ,4.9,74,95.7,5.0,85, 81.5 , 3.9 ,82.0,86.1,4.3
Bronx,4493.0,1.0,2053518.0,X144,DOE, 54 , 100.7 ,4.5,51,103.3,4.7,74, 84.2 , 3.7 ,73.0,86.3,4.0
Bronx,2424.0,1.0,2097111.0,X145,DOE, 47 , 101.9 ,4.9,53,96.3,4.7,80, 72.1 , 3.1 ,66.0,86.0,4.3
Bronx,2632.0,27.0,2004498.0,X146,DOE, 76 , 102.4 ,4.6,76,101.6,4.6,86, 87.8 , 3.9 ,85.0,92.6,4.2
Bronx,2897.0,5.0,2009400.0,X147,DOE, 87 , 102.3 ,4.4,92,90.7,3.8,93, 88.8 , 3.5 ,90.0,95.1,3.8
Bronx,2925.0,1.0,2009611.0,X148,DOE, 62 , 91.7 ,3.9,51,101.7,4.7,54, 98.4 , 4.3 ,51.0,102.4,4.6
Bronx,2306.0,54.0,2097038.0,X149,DOE, 87 , 97.4 ,4.1,83,99.1,4.4,88, 93.1 , 4.0 ,74.0,112.7,5.2
Bronx,2717.0,5.0,2005681.0,X150,DOE, 77 , 90.0 ,4.0,71,96.7,4.5,89, 73.8 , 2.9 ,85.0,80.1,3.3
Bronx,2443.0,190.0,2002458.0,"X151 within (X151, X156)",DOE, 38 , 158.6 ,4.1,41,154.5,4.0,58, 131.9 , 3.4 ,38.0,158.4,4.1
Bronx,3711.0,1.0,2023336.0,X152,DOE, 66 , 119.4 ,5.5,59,126.1,6.1,76, 104.9 , 4.7 ,83.0,96.2,4.7
Bronx,5141.0,150.0,2097470.0,"X153 within (X455, X178, X180, X181, X153, X456)",DOE, 99 , 121.5 ,3.2,100,113.1,2.9,100, 113.3 , 2.9 ,100.0,113.7,3.0
Bronx,2298.0,1.0,2097030.0,X154,DOE, 74 , 96.7 ,4.5,70,100.6,5.1,81, 87.3 , 4.2 ,79.0,90.6,4.3
Bronx,2578.0,27.0,2003910.0,X155,DOE, 75 , 105.6 ,5.2,66,116.5,5.9,87, 88.4 , 4.0 ,79.0,100.8,5.0
Bronx,2443.0,79.0,2002454.0,"X156 within (X151, X156)",DOE, 38 , 158.6 ,4.1,41,154.5,4.0,58, 131.9 , 3.4 ,38.0,158.4,4.1
Bronx,2625.0,1.0,2004464.0,X157,DOE, 77 , 106.2 ,5.3,88,88.6,4.2,91, 83.3 , 3.6 ,87.0,90.8,3.7
Bronx,2671.0,11.0,2004868.0,X158,DOE, 78 , 123.8 ,5.5,70,130.2,5.8,87, 104.1 , 3.9 ,77.0,120.6,5.0
Bronx,5135.0,200.0,2072352.0,X160,DOE, 58 , 71.5 ,1.9,62,68.5,1.8,20, 190.4 , 11.3 ,26.0,179.4,10.4
Bronx,2664.0,29.0,2004773.0,X161,DOE, 70 , 95.6 ,4.3,60,106.0,5.1,78, 86.7 , 3.8 ,71.0,94.9,4.3
Bronx,2616.0,1.0,2004314.0,X162,DOE, 73 , 78.6 ,3.8,74,76.6,3.6,82, 69.2 , 3.1 ,79.0,72.9,3.4
Bronx,3142.0,48.0,2013297.0,"X163 within (X163, X933)",DOE, 13 , 249.7 ,10.2,20,227.3,8.9,21, 223.9 , 7.9 ,25.0,215.9,7.5
Bronx,2446.0,43.0,2002497.0,X166,DOE, 87 , 103.5 ,4.4,91,91.5,3.9,96, 78.0 , 3.1 ,93.0,87.4,3.7
Bronx,3021.0,38.0,2094603.0,X167,DOE, 71 , 109.5 ,4.9,82,94.8,4.1,90, 82.6 , 3.3 ,87.0,88.6,3.9
Bronx,4894.0,1.0,2116222.0,X169,DOE, 3 , 313.3 ,9.4,4,299.7,8.8,16, 238.1 , 6.6 ,7.0,282.5,7.7
Bronx,2847.0,41.0,2103870.0,X170,DOE, 30 , 155.3 ,4.8,27,158.8,5.0,33, 148.4 , 4.5 ,39.0,141.8,4.3
Bronx,2930.0,75.0,2100071.0,X171,DOE, 18 , 200.6 ,6.9,23,187.4,6.5,35, 166.6 , 5.6 ,23.0,189.0,6.5
Bronx,2535.0,10.0,2116205.0,X172,DOE, 21 , 178.6 ,5.3,19,180.9,5.7,27, 164.6 , 5.0 ,19.0,180.1,5.6
Bronx,2851.0,21.0,2098479.0,X173,DOE, 21 , 193.6 ,6.0,34,168.1,5.2,39, 160.3 , 4.8 ,32.0,172.4,5.3
Bronx,3478.0,18.0,2020580.0,X174,DOE, 17 , 100.3 ,4.4,22,94.3,4.1,32, 84.1 , 3.4 ,32.0,85.8,3.6
Bronx,5641.0,280.0,2082444.0,"X175 within (X175, X906)",DOE, 53 , 170.3 ,6.9,49,175.1,7.1,82, 123.7 , 4.5 ,80.0,127.2,4.5
Bronx,5141.0,150.0,2116161.0,"X178 within (X455, X178, X180, X181, X153, X456)",DOE, 99 , 121.5 ,3.2,100,113.1,2.9,100, 113.3 , 2.9 ,100.0,113.7,3.0
Bronx,5141.0,150.0,2116158.0,"X180 within (X455, X178, X180, X181, X153, X456)",DOE, 99 , 121.5 ,3.2,100,113.1,2.9,100, 113.3 , 2.9 ,100.0,113.7,3.0
Bronx,5141.0,150.0,2116160.0,"X181 within (X455, X178, X180, X181, X153, X456)",DOE, 99 , 121.5 ,3.2,100,113.1,2.9,100, 113.3 , 2.9 ,100.0,113.7,3.0
Bronx,3564.0,1.0,2021923.0,X182,DOE, 44 , 123.7 ,5.1,42,138.9,5.8,71, 105.6 , 4.1 ,77.0,98.9,4.0
Bronx,2333.0,70.0,2000957.0,X183,DOE, 52 , 115.1 ,4.8,53,114.1,4.7,48, 118.2 , 4.7 ,68.0,113.3,4.3
Bronx,2655.0,30.0,2004690.0,X184,DOE, 86 , 109.2 ,4.8,87,102.8,4.5,89, 99.6 , 4.1 ,85.0,107.2,4.6
Bronx,5263.0,115.0,2115403.0,X189,DOE, 8 , 238.1 ,7.0,9,234.0,6.8,7, 239.0 , 7.0 ,3.0,275.3,8.1
Bronx,5438.0,1.0,2077130.0,X192,DOE, 66 , 107.6 ,4.9,78,107.3,4.9,74, 112.9 , 5.1 ,67.0,122.9,5.8
Bronx,2951.0,32.0,2094582.0,X193,DOE, 61 , 106.0 ,4.4,67,99.4,4.4,86, 76.9 , 3.1 ,61.0,105.7,4.6
Bronx,3834.0,70.0,2103494.0,X194,DOE, 20 , 157.0 ,4.9,22,152.6,5.0,33, 146.6 , 4.8 ,46.0,139.5,4.5
Bronx,2672.0,1.0,2004869.0,X198,DOE, 72 , 129.1 ,5.9,73,126.6,5.6,87, 103.9 , 4.3 ,86.0,105.2,4.4
Bronx,3115.0,21.0,2086808.0,X205,DOE, 23 , 129.6 ,6.3,41,109.8,5.1,61, 90.6 , 3.7 ,58.0,94.1,4.3
Bronx,3209.0,1.0,2086823.0,X206,DOE, 77 , 129.3 ,5.5,82,120.3,5.1,92, 98.5 , 3.7 ,91.0,102.1,4.1
Bronx,3146.0,72.0,2103868.0,X209,DOE, 57 , 171.0 ,5.6,37,202.6,6.8,58, 168.2 , 5.4 ,57.0,171.0,5.6
Bronx,3061.0,55.0,2011844.0,X211,DOE, 86 , 124.1 ,4.9,85,122.1,5.0,83, 126.2 , 5.0 ,81.0,130.9,5.3
Bronx,2882.0,130.0,2009253.0,X229,DOE, 27 , 180.3 ,6.0,22,188.1,6.3,32, 169.0 , 5.9 ,38.0,162.0,5.3
Bronx,3109.0,1.0,2012957.0,"X234 within (X129, X234, X941)",DOE, 11 , 143.7 ,6.2,4,168.9,7.7,16, 131.5 , 5.4 ,38.0,105.8,4.4
Bronx,2480.0,8.0,2097130.0,X235,DOE, 35 , 168.7 ,5.4,24,185.7,6.3,35, 166.3 , 5.5 ,35.0,167.1,5.6
Bronx,2917.0,40.0,2009572.0,X236,DOE, 8 , 252.2 ,6.5,17,217.9,5.6,38, 175.5 , 4.6 ,30.0,190.5,4.9
Bronx,3058.0,0.0,2103863.0,X254,DOE, 36 , 183.4 ,5.5,43,171.7,5.2,51, 159.5 , 4.6 ,50.0,162.0,4.8
Bronx,3178.0,14.0,2103867.0,X279,DOE, 68 , 125.8 ,4.6,34,171.5,5.6,33, 173.3 , 5.4 ,37.0,167.9,5.3
Bronx,2862.0,14.0,2098721.0,X306,DOE, 17 , 167.4 ,6.1,16,166.9,5.9,25, 149.7 , 5.1 ,26.0,149.7,5.7
Bronx,2866.0,105.0,2008470.0,X338,DOE, N/A , N/A ,2.1,18,189.0,5.0,63, 123.6 , 3.3 ,52.0,136.9,3.6
Bronx,3247.0,15.0,2101862.0,X340,DOE, 27 , 210.9 ,6.3,35,193.5,5.7,52, 166.4 , 4.7 ,54.0,164.2,4.9
Bronx,3253.0,341.0,2103864.0,X360,DOE, 51 , 179.3 ,5.9,51,178.4,5.9,63, 160.0 , 5.1 ,47.0,185.2,6.1
Bronx,4864.0,35.0,2829945.0,X362,DOE, 7 , 278.1 ,8.1,5,282.1,8.3,12, 246.1 , 6.9 ,13.0,239.3,7.2
Bronx,5716.0,725.0,2112838.0,X368,DOE, 60 , 184.7 ,4.9,71,158.7,4.4,69, 164.2 , 5.0 ,63.0,173.6,5.4
Bronx,2634.0,1.0,2004526.0,"X400 within (X400, X961)",DOE, 56 , 158.4 ,5.7,65,143.8,5.4,74, 130.7 , 4.9 ,67.0,141.7,5.3
Bronx,2698.0,12.0,2005366.0,X401,DOE, 88 , 95.5 ,5.1,95,77.2,4.0,92, 83.4 , 4.4 ,88.0,91.3,4.6
Bronx,5368.0,1.0,2074045.0,"X405 within (X405, X406)",DOE, 79 , 156.7 ,7.3,75,157.8,7.3,72, 165.6 , 8.0 ,77.0,155.1,7.3
Bronx,5368.0,1.0,2074045.0,"X406 within (X405, X406)",DOE, 79 , 156.7 ,7.3,75,157.8,7.3,72, 165.6 , 8.0 ,77.0,155.1,7.3
Bronx,2817.0,2.0,2007806.0,"X410 within (X410, X411)",DOE, 85 , 104.5 ,5.0,82,108.9,5.1,83, 105.8 , 4.6 ,87.0,100.9,3.6
Bronx,2817.0,2.0,2007806.0,"X411 within (X410, X411)",DOE, 85 , 104.5 ,5.0,82,108.9,5.1,83, 105.8 , 4.6 ,87.0,100.9,3.6
Bronx,4358.0,1.0,2050179.0,"X415 within (X415, X416)",DOE, 72 , 121.9 ,4.8,60,135.3,5.4,85, 100.3 , 3.7 ,81.0,107.9,4.1
Bronx,4358.0,1.0,2050179.0,"X416 within (X415, X416)",DOE, 72 , 121.9 ,4.8,60,135.3,5.4,85, 100.3 , 3.7 ,81.0,107.9,4.1
Bronx,3864.0,1.0,2027459.0,"X420 within (X420, X421, X423)",DOE, 59 , 187.5 ,7.9,66,169.3,7.4,75, 154.1 , 6.5 ,62.0,177.1,7.9
Bronx,3864.0,1.0,2027459.0,"X421 within (X420, X421, X423)",DOE, 59 , 187.5 ,7.9,66,169.3,7.4,75, 154.1 , 6.5 ,62.0,177.1,7.9
Bronx,3864.0,1.0,2027459.0,"X423 within (X420, X421, X423)",DOE, 59 , 187.5 ,7.9,66,169.3,7.4,75, 154.1 , 6.5 ,62.0,177.1,7.9
Bronx,4633.0,40.0,2057045.0,X425,DOE, 72 , 142.5 ,7.7,56,166.2,9.6,83, 124.1 , 6.6 ,73.0,141.0,7.8
Bronx,3247.0,70.0,2015241.0,X430,DOE, 27 , 155.3 ,5.9,43,133.0,4.9,49, 125.8 , 4.6 ,47.0,128.8,5.1
